Table Code,State Code,Area Name,Total/Rural/Urban,Female Main Workers/Marginal Workers,Marital Status,Female - Population,Total Female - Main/Marginal Workers,A - Cultivators,,A - Agricultural Labourers,"A - Plantation, Livestock, Forestry, Fishing, Hunting and Allied Activities",B,C - HHI,C - Non HHI,D & E,F,G - HHI,G - Non HHI,H,I,J - HHI,J - Non HHI,K to M,N to O,P to Q,R to U - HHI,R to U - Non HHI
B1717,9,State - Uttar Pradesh,Total,Total Female Workers,Married,12070725,12076086,2701656,,4968688,330989,5359,517639,265674,5415,148467,375,172582,24300,9882,266,8115,21674,85177,553747,627662,1628419
B1717,9,State - Uttar Pradesh,Total,Total Female Workers,Widowed,1427454,1427108,389327,,482559,36266,925,54560,47779,2975,33820,43,38940,7785,4105,31,846,3292,23882,95585,42185,162203
B1717,9,State - Uttar Pradesh,Total,Total Female Workers,Separated,43177,43133,5672,,14758,1077,45,2302,2852,67,1267,0,1267,209,157,0,64,194,699,5941,1274,5288
B1717,9,State - Uttar Pradesh,Total,Total Female Workers,Divorced,21145,21192,2195,,6111,419,14,1680,1811,30,577,0,645,71,61,4,32,140,462,3390,700,2850
B1717,9,State - Uttar Pradesh,Total,Main Workers,Total,7215193,7218828,1848986,,1972338,167532,4528,381658,265737,8178,85605,336,156407,29314,11541,276,12726,29756,111530,671946,357665,1102769
B1717,9,State - Uttar Pradesh,Total,Main Workers,Never Married,948724,948019,184513,,192472,9543,283,89583,73735,1054,9421,40,15595,3705,1234,56,4549,7290,16530,68574,48207,221635
B1717,9,State - Uttar Pradesh,Total,Main Workers,Married,5370546,5374761,1376010,,1570520,138099,3494,257519,154874,4375,58393,261,109614,18707,7129,195,7319,19118,72462,507488,286374,782810
B1717,9,State - Uttar Pradesh,Total,Main Workers,Widowed,859454,859635,283850,,201693,19240,720,32169,33931,2676,16902,35,29860,6719,3024,21,767,3052,21515,87424,22092,93945
B1717,9,State - Uttar Pradesh,Total,Main Workers,Separated,24045,23978,3316,,5378,470,25,1317,1941,47,617,0,884,120,101,0,62,172,604,5446,660,2818
B1717,9,State - Uttar Pradesh,Total,Main Workers,Divorced,12424,12435,1297,,2275,180,6,1070,1256,26,272,0,454,63,53,4,29,124,419,3014,332,1561
B1717,9,State - Uttar Pradesh,Total,Marginal Workers,Total,8752760,8751440,1697369,,4163443,239669,2313,367577,185585,1727,117079,140,81603,7925,4448,94,1434,3696,19386,68209,438568,1351175
B1717,9,State - Uttar Pradesh,Total,Marginal Workers,Never Married,1456728,1454730,262992,,471193,28907,215,83471,59471,364,9132,18,8981,1169,550,13,554,862,4166,12918,76205,433549
B1717,9,State - Uttar Pradesh,Total,Marginal Workers,Married,6700179,6701325,1325646,,3398168,192890,1865,260120,110800,1040,90074,114,62968,5593,2753,71,796,2556,12715,46259,341288,845609
B1717,9,State - Uttar Pradesh,Total,Marginal Workers,Widowed,568000,567473,105477,,280866,17026,205,22391,13848,299,16918,8,9080,1066,1081,10,79,240,2367,8161,20093,68258
B1717,9,State - Uttar Pradesh,Total,Marginal Workers,Separated,19132,19155,2356,,9380,607,20,985,911,20,650,0,383,89,56,0,2,22,95,495,614,2470
B1717,9,State - Uttar Pradesh,Total,Marginal Workers,Divorced,8721,8757,898,,3836,239,8,610,555,4,305,0,191,8,8,0,3,16,43,376,368,1289
B1717,9,State - Uttar Pradesh,Rural,Total Female Workers,Total,13598101,13600536,3470698,,5952746,378850,5500,546579,248272,2293,141877,190,140547,12868,6902,72,1136,4821,40698,438240,647824,1560423
B1717,9,State - Uttar Pradesh,Rural,Total Female Workers,Never Married,1807273,1805980,430381,,638005,36444,402,107666,71728,239,10231,23,10600,1676,551,15,344,817,4722,29568,91363,371205
B1717,9,State - Uttar Pradesh,Rural,Total Female Workers,Married,10600528,10603870,2655087,,4839698,311038,4444,400959,158964,1368,111068,153,112075,9196,4777,51,663,3416,29718,339987,522081,1099127
B1717,9,State - Uttar Pradesh,Rural,Total Female Workers,Widowed,1145949,1146473,377664,,455301,30077,613,35675,15996,669,19476,14,17085,1894,1499,6,119,549,5978,64185,33018,86655
B1717,9,State - Uttar Pradesh,Rural,Total Female Workers,Separated,31078,30888,5470,,13994,937,37,1395,1028,13,781,0,521,86,54,0,10,16,183,3107,921,2335
B1717,9,State - Uttar Pradesh,Rural,Total Female Workers,Divorced,13273,13325,2096,,5748,354,4,884,556,4,321,0,266,16,21,0,0,23,97,1393,441,1101
B1717,9,State - Uttar Pradesh,Rural,Main Workers,Total,5726470,5729547,1803520,,1888750,150052,3608,246465,126406,1868,46373,120,79896,9118,4799,45,971,4002,32642,397006,275921,657985
B1717,9,State - Uttar Pradesh,Rural,Main Workers,Never Married,628253,628119,176071,,180408,8485,236,47083,34257,179,4080,11,4840,1083,303,14,298,672,3991,24109,30995,111004
B1717,9,State - Uttar Pradesh,Rural,Main Workers,Married,4424115,4426925,1348563,,1514315,126317,2879,179300,81589,1081,34399,99,62684,6470,3321,25,554,2819,23565,310422,227981,500542
B1717,9,State - Uttar Pradesh,Rural,Main Workers,Widowed,652298,652771,274481,,186925,14730,472,18834,9623,597,7477,10,11884,1503,1124,6,109,488,4866,58442,16313,44887
B1717,9,State - Uttar Pradesh,Rural,Main Workers,Separated,15252,15163,3172,,5014,378,19,748,613,7,318,0,323,48,36,0,10,8,140,2821,455,1053
B1717,9,State - Uttar Pradesh,Rural,Main Workers,Divorced,6552,6569,1233,,2088,142,2,500,324,4,99,0,165,14,15,0,0,15,80,1212,177,499
B1717,9,State - Uttar Pradesh,Rural,Marginal Workers,Total,7871631,7870989,1667178,,4063996,228798,1892,300114,121866,425,95504,70,60651,3750,2103,27,165,819,8056,41234,371903,902438
B1717,9,State - Uttar Pradesh,Rural,Marginal Workers,Never Married,1179020,1177861,254310,,457597,27959,166,60583,37471,60,6151,12,5760,593,248,1,46,145,731,5459,60368,260201
B1717,9,State - Uttar Pradesh,Rural,Marginal Workers,Married,6176413,6176945,1306524,,3325383,184721,1565,221659,77375,287,76669,54,49391,2726,1456,26,109,597,6153,29565,294100,598585
B1717,9,State - Uttar Pradesh,Rural,Marginal Workers,Widowed,493651,493702,103183,,268376,15347,141,16841,6373,72,11999,4,5201,391,375,0,10,61,1112,5743,16705,41768
B1717,9,State - Uttar Pradesh,Rural,Marginal Workers,Separated,15826,15725,2298,,8980,559,18,647,415,6,463,0,198,38,18,0,0,8,43,286,466,1282
B1717,9,State - Uttar Pradesh,Rural,Marginal Workers,Divorced,6721,6756,863,,3660,212,2,384,232,0,222,0,101,2,6,0,0,8,17,181,264,602
B1717,9,State - Uttar Pradesh,Urban,Total Female Workers,Total,2369852,2369732,75657,,183035,28351,1341,202656,203050,7612,60807,286,97463,24371,9087,298,13024,28631,90218,301915,148409,893521
B1717,9,State - Uttar Pradesh,Urban,Total Female Workers,Never Married,598179,596769,17124,,25660,2006,96,65388,61478,1179,8322,35,13976,3198,1233,54,4759,7335,15974,51924,33049,283979
B1717,9,State - Uttar Pradesh,Urban,Total Female Workers,Married,1470197,1472216,46569,,128990,19951,915,116680,106710,4047,37399,222,60507,15104,5105,215,7452,18258,55459,213760,105581,529292
B1717,9,State - Uttar Pradesh,Urban,Total Female Workers,Widowed,281505,280635,11663,,27258,6189,312,18885,31783,2306,14344,29,21855,5891,2606,25,727,2743,17904,31400,9167,75548
B1717,9,State - Uttar Pradesh,Urban,Total Female Workers,Separated,12099,12245,202,,764,140,8,907,1824,54,486,0,746,123,103,0,54,178,516,2834,353,2953
B1717,9,State - Uttar Pradesh,Urban,Total Female Workers,Divorced,7872,7867,99,,363,65,10,796,1255,26,256,0,379,55,40,4,32,117,365,1997,259,1749
B1717,9,State - Uttar Pradesh,Urban,Main Workers,Total,1488723,1489281,45466,,83588,17480,920,135193,139331,6310,39232,216,76511,20196,6742,231,11755,25754,78888,274940,81744,444784
B1717,9,State - Uttar Pradesh,Urban,Main Workers,Never Married,320471,319900,8442,,12064,1058,47,42500,39478,875,5341,29,10755,2622,931,42,4251,6618,12539,44465,17212,110631
B1717,9,State - Uttar Pradesh,Urban,Main Workers,Married,946431,947836,27447,,56205,11782,615,78219,73285,3294,23994,162,46930,12237,3808,170,6765,16299,48897,197066,58393,282268
B1717,9,State - Uttar Pradesh,Urban,Main Workers,Widowed,207156,206864,9369,,14768,4510,248,13335,24308,2079,9425,25,17976,5216,1900,15,658,2564,16649,28982,5779,49058
B1717,9,State - Uttar Pradesh,Urban,Main Workers,Separated,8793,8815,144,,364,92,6,569,1328,40,299,0,561,72,65,0,52,164,464,2625,205,1765
B1717,9,State - Uttar Pradesh,Urban,Main Workers,Divorced,5872,5866,64,,187,38,4,570,932,22,173,0,289,49,38,4,29,109,339,1802,155,1062
B1717,9,State - Uttar Pradesh,Urban,Marginal Workers,Total,881129,880451,30191,,99447,10871,421,67463,63719,1302,21575,70,20952,4175,2345,67,1269,2877,11330,26975,66665,448737
B1717,9,State - Uttar Pradesh,Urban,Marginal Workers,Never Married,277708,276869,8682,,13596,948,49,22888,22000,304,2981,6,3221,576,302,12,508,717,3435,7459,15837,173348
B1717,9,State - Uttar Pradesh,Urban,Marginal Workers,Married,523766,524380,19122,,72785,8169,300,38461,33425,753,13405,60,13577,2867,1297,45,687,1959,6562,16694,47188,247024
B1717,9,State - Uttar Pradesh,Urban,Marginal Workers,Widowed,74349,73771,2294,,12490,1679,64,5550,7475,227,4919,4,3879,675,706,10,69,179,1255,2418,3388,26490
B1717,9,State - Uttar Pradesh,Urban,Marginal Workers,Separated,3306,3430,58,,400,48,2,338,496,14,187,0,185,51,38,0,2,14,52,209,148,1188
B1717,9,State - Uttar Pradesh,Urban,Marginal Workers,Divorced,2000,2001,35,,176,27,6,226,323,4,83,0,90,6,2,0,3,8,26,195,104,687
B1717,10,State - Bihar,Total,Total Female Workers,Total,9502798,9502089,1450806,,5774932,80708,3621,243578,95949,2230,58242,88,70218,9428,6271,60,1684,10466,35759,291994,404238,961817
B1717,10,State - Bihar,Total,Total Female Workers,Never Married,874655,875788,146953,,411663,7701,320,20528,11778,237,5336,9,4120,926,327,4,475,1959,4172,14959,40338,203983
B1717,10,State - Bihar,Total,Total Female Workers,Married,7862361,7860914,1181410,,4902962,65803,2831,204126,73241,1448,43473,73,50134,6749,4050,52,1079,7452,25601,251724,343358,695348
B1717,10,State - Bihar,Total,Total Female Workers,Widowed,739917,739480,120147,,444809,6944,459,17993,10065,529,9082,6,15389,1743,1838,4,115,987,5851,23713,19859,59947
B1717,10,State - Bihar,Total,Total Female Workers,Separated,19685,19639,1782,,11730,202,11,641,581,12,257,0,474,4,53,0,9,49,94,1273,500,1967
B1717,10,State - Bihar,Total,Total Female Workers,Divorced,6180,6268,514,,3768,58,0,290,284,4,94,0,101,6,3,0,6,19,41,325,183,572
B1717,10,State - Bihar,Total,Main Workers,Total,4088921,4089479,724498,,2164126,31708,2371,122215,53580,1465,27209,59,49112,7926,4778,45,1462,9408,32046,270418,167760,419293
B1717,10,State - Bihar,Total,Main Workers,Never Married,337005,337650,64308,,151377,1600,221,8617,5927,135,2728,8,2596,697,217,2,397,1830,3704,12358,13577,67351
B1717,10,State - Bihar,Total,Main Workers,Married,3350292,3350435,579827,,1806444,26536,1819,103036,40609,938,19824,47,34450,5604,3042,39,959,6602,22824,234862,144918,318055
B1717,10,State - Bihar,Total,Main Workers,Widowed,388694,388499,79075,,199495,3459,328,10030,6555,383,4477,4,11659,1621,1482,4,94,922,5414,21755,8988,32754
B1717,10,State - Bihar,Total,Main Workers,Separated,9863,9810,1004,,5173,91,3,349,326,6,130,0,340,4,36,0,6,43,72,1161,216,850
B1717,10,State - Bihar,Total,Main Workers,Divorced,3067,3085,284,,1637,22,0,183,163,3,50,0,67,0,1,0,6,11,32,282,61,283
B1717,10,State - Bihar,Total,Marginal Workers,Total,5413877,5412610,726308,,3610806,49000,1250,121363,42369,765,31033,29,21106,1502,1493,15,222,1058,3713,21576,236478,542524
B1717,10,State - Bihar,Total,Marginal Workers,Never Married,537650,538138,82645,,260286,6101,99,11911,5851,102,2608,1,1524,229,110,2,78,129,468,2601,26761,136632
B1717,10,State - Bihar,Total,Marginal Workers,Married,4512069,4510479,601583,,3096518,39267,1012,101090,32632,510,23649,26,15684,1145,1008,13,120,850,2777,16862,198440,377293
B1717,10,State - Bihar,Total,Marginal Workers,Widowed,351223,350981,41072,,245314,3485,131,7963,3510,146,4605,2,3730,122,356,0,21,65,437,1958,10871,27193
B1717,10,State - Bihar,Total,Marginal Workers,Separated,9822,9829,778,,6557,111,8,292,255,6,127,0,134,0,17,0,3,6,22,112,284,1117
B1717,10,State - Bihar,Total,Marginal Workers,Divorced,3113,3183,230,,2131,36,0,107,121,1,44,0,34,6,2,0,0,8,9,43,122,289
B1717,10,State - Bihar,Rural,Total Female Workers,Total,8923082,8922786,1424096,,5658143,74410,2741,211522,69922,885,45271,28,43850,4776,3578,25,550,3217,16791,213670,370365,778946
B1717,10,State - Bihar,Rural,Total Female Workers,Never Married,780806,781388,142482,,402719,7258,278,15750,7888,86,3715,0,2240,427,176,3,95,480,1320,7765,35290,153416
B1717,10,State - Bihar,Rural,Total Female Workers,Married,7449416,7449151,1162762,,4810067,60945,2101,180913,55616,589,35177,26,32652,3649,2462,20,413,2430,13281,188267,316984,580797
B1717,10,State - Bihar,Rural,Total Female Workers,Widowed,670445,669805,116628,,430359,5966,353,14205,5957,204,6156,2,8642,693,912,2,41,297,2130,16668,17529,43061
B1717,10,State - Bihar,Rural,Total Female Workers,Separated,17026,16968,1727,,11348,190,9,438,284,4,167,0,257,1,27,0,1,6,44,771,403,1291
B1717,10,State - Bihar,Rural,Total Female Workers,Divorced,5389,5474,497,,3650,51,0,216,177,2,56,0,59,6,1,0,0,4,16,199,159,381
B1717,10,State - Bihar,Rural,Main Workers,Total,3735886,3735057,709698,,2112539,27911,1837,101923,35338,535,18329,14,28061,3853,2566,18,458,2805,14816,197363,150457,326536
B1717,10,State - Bihar,Rural,Main Workers,Never Married,290877,290766,62393,,147507,1395,193,5893,3395,56,1592,0,1166,281,99,2,69,437,1155,6210,11301,47622
B1717,10,State - Bihar,Rural,Main Workers,Married,3095233,3094923,569596,,1766636,23643,1386,88225,28288,346,14116,12,20567,2929,1754,14,355,2084,11695,175101,131221,256955
B1717,10,State - Bihar,Rural,Main Workers,Widowed,339306,338899,76470,,191859,2770,257,7469,3428,132,2521,2,6121,642,692,2,34,275,1922,15205,7696,21402
B1717,10,State - Bihar,Rural,Main Workers,Separated,7962,7934,966,,4965,83,1,212,137,0,63,0,171,1,20,0,0,5,29,681,186,414
B1717,10,State - Bihar,Rural,Main Workers,Divorced,2508,2535,273,,1572,20,0,124,90,1,37,0,36,0,1,0,0,4,15,166,53,143
B1717,10,State - Bihar,Rural,Marginal Workers,Total,5187196,5187729,714398,,3545604,46499,904,109599,34584,350,26942,14,15789,923,1012,7,92,412,1975,16307,219908,452410
B1717,10,State - Bihar,Rural,Marginal Workers,Never Married,489929,490622,80089,,255212,5863,85,9857,4493,30,2123,0,1074,146,77,1,26,43,165,1555,23989,105794
B1717,10,State - Bihar,Rural,Marginal Workers,Married,4354183,4354228,593166,,3043431,37302,715,92688,27328,243,21061,14,12085,720,708,6,58,346,1586,13166,185763,323842
B1717,10,State - Bihar,Rural,Marginal Workers,Widowed,331139,330906,40158,,238500,3196,96,6736,2529,72,3635,0,2521,51,220,0,7,22,208,1463,9833,21659
B1717,10,State - Bihar,Rural,Marginal Workers,Separated,9064,9034,761,,6383,107,8,226,147,4,104,0,86,0,7,0,1,1,15,90,217,877
B1717,10,State - Bihar,Rural,Marginal Workers,Divorced,2881,2939,224,,2078,31,0,92,87,1,19,0,23,6,0,0,0,0,1,33,106,238
B1717,10,State - Bihar,Urban,Total Female Workers,Total,579716,579303,26710,,116789,6298,880,32056,26027,1345,12971,60,26368,4652,2693,35,1134,7249,18968,78324,33873,182871
B1717,10,State - Bihar,Urban,Total Female Workers,Never Married,93849,94400,4471,,8944,443,42,4778,3890,151,1621,9,1880,499,151,1,380,1479,2852,7194,5048,50567
B1717,10,State - Bihar,Urban,Total Female Workers,Married,412945,411763,18648,,92895,4858,730,23213,17625,859,8296,47,17482,3100,1588,32,666,5022,12320,63457,26374,114551
B1717,10,State - Bihar,Urban,Total Female Workers,Widowed,69472,69675,3519,,14450,978,106,3788,4108,325,2926,4,6747,1050,926,2,74,690,3721,7045,2330,16886
B1717,10,State - Bihar,Urban,Total Female Workers,Separated,2659,2671,55,,382,12,2,203,297,8,90,0,217,3,26,0,8,43,50,502,97,676
B1717,10,State - Bihar,Urban,Total Female Workers,Divorced,791,794,17,,118,7,0,74,107,2,38,0,42,0,2,0,6,15,25,126,24,191
B1717,10,State - Bihar,Urban,Main Workers,Total,353035,354422,14800,,51587,3797,534,20292,18242,930,8880,45,21051,4073,2212,27,1004,6603,17230,73055,17303,92757
B1717,10,State - Bihar,Urban,Main Workers,Never Married,46128,46884,1915,,3870,205,28,2724,2532,79,1136,8,1430,416,118,0,328,1393,2549,6148,2276,19729
B1717,10,State - Bihar,Urban,Main Workers,Married,255059,255512,10231,,39808,2893,433,14811,12321,592,5708,35,13883,2675,1288,25,604,4518,11129,59761,13697,61100
B1717,10,State - Bihar,Urban,Main Workers,Widowed,49388,49600,2605,,7636,689,71,2561,3127,251,1956,2,5538,979,790,2,60,647,3492,6550,1292,11352
B1717,10,State - Bihar,Urban,Main Workers,Separated,1901,1876,38,,208,8,2,137,189,6,67,0,169,3,16,0,6,38,43,480,30,436
B1717,10,State - Bihar,Urban,Main Workers,Divorced,559,550,11,,65,2,0,59,73,2,13,0,31,0,0,0,6,7,17,116,8,140
B1717,10,State - Bihar,Urban,Marginal Workers,Total,226681,224881,11910,,65202,2501,346,11764,7785,415,4091,15,5317,579,481,8,130,646,1738,5269,16570,90114
B1717,10,State - Bihar,Urban,Marginal Workers,Never Married,47721,47516,2556,,5074,238,14,2054,1358,72,485,1,450,83,33,1,52,86,303,1046,2772,30838
B1717,10,State - Bihar,Urban,Marginal Workers,Married,157886,156251,8417,,53087,1965,297,8402,5304,267,2588,12,3599,425,300,7,62,504,1191,3696,12677,53451
B1717,10,State - Bihar,Urban,Marginal Workers,Widowed,20084,20075,914,,6814,289,35,1227,981,74,970,2,1209,71,136,0,14,43,229,495,1038,5534
B1717,10,State - Bihar,Urban,Marginal Workers,Separated,758,795,17,,174,4,0,66,108,2,23,0,48,0,10,0,2,5,7,22,67,240
B1717,10,State - Bihar,Urban,Marginal Workers,Divorced,232,244,6,,53,5,0,15,34,0,25,0,11,0,2,0,0,8,8,10,16,51
B1717,11,State - Sikkim,Total,Total Female Workers,Total,113780,113405,54074,,13103,2552,420,818,1984,1275,7946,6,3694,404,1484,0,295,586,4835,10814,1364,7751
B1717,11,State - Sikkim,Total,Total Female Workers,Never Married,26329,25872,11477,,2829,704,39,157,781,241,826,0,684,122,382,0,120,230,1187,2306,395,3392
B1717,11,State - Sikkim,Total,Total Female Workers,Married,78599,78757,38399,,9379,1599,324,607,1055,866,6333,5,2599,228,944,0,139,305,3150,7896,917,4012
B1717,11,State - Sikkim,Total,Total Female Workers,Widowed,6573,6566,3268,,641,184,40,40,84,129,552,0,303,40,107,0,25,37,360,452,38,266
B1717,11,State - Sikkim,Total,Total Female Workers,Separated,1796,1720,762,,210,50,16,13,51,28,184,0,76,6,35,0,8,10,86,102,14,69
B1717,11,State - Sikkim,Total,Total Female Workers,Divorced,483,490,168,,44,15,1,1,13,11,51,1,32,8,16,0,3,4,52,58,0,12
B1717,11,State - Sikkim,Total,Main Workers,Total,69884,69513,32121,,4437,1505,318,335,1713,1190,3631,4,2964,370,1193,0,273,557,4536,10217,464,3685
B1717,11,State - Sikkim,Total,Main Workers,Never Married,13549,13204,4811,,605,253,17,41,663,217,453,0,512,116,316,0,115,220,1083,2098,81,1603
B1717,11,State - Sikkim,Total,Main Workers,Married,49953,49983,24331,,3420,1061,262,260,917,813,2760,3,2085,205,733,0,124,288,2966,7526,362,1867
B1717,11,State - Sikkim,Total,Main Workers,Widowed,4736,4701,2305,,298,132,26,29,76,124,291,0,268,38,96,0,23,35,355,442,15,148
B1717,11,State - Sikkim,Total,Main Workers,Separated,1276,1232,547,,96,45,12,5,46,28,92,0,68,3,32,0,8,10,82,93,6,59
B1717,11,State - Sikkim,Total,Main Workers,Divorced,370,393,127,,18,14,1,0,11,8,35,1,31,8,16,0,3,4,50,58,0,8
B1717,11,State - Sikkim,Total,Marginal Workers,Total,43896,43892,21953,,8666,1047,102,483,271,85,4315,2,730,34,291,0,22,29,299,597,900,4066
B1717,11,State - Sikkim,Total,Marginal Workers,Never Married,12780,12668,6666,,2224,451,22,116,118,24,373,0,172,6,66,0,5,10,104,208,314,1789
B1717,11,State - Sikkim,Total,Marginal Workers,Married,28646,28774,14068,,5959,538,62,347,138,53,3573,2,514,23,211,0,15,17,184,370,555,2145
B1717,11,State - Sikkim,Total,Marginal Workers,Widowed,1837,1865,963,,343,52,14,11,8,5,261,0,35,2,11,0,2,2,5,10,23,118
B1717,11,State - Sikkim,Total,Marginal Workers,Separated,520,488,215,,114,5,4,8,5,0,92,0,8,3,3,0,0,0,4,9,8,10
B1717,11,State - Sikkim,Total,Marginal Workers,Divorced,113,97,41,,26,1,0,1,2,3,16,0,1,0,0,0,0,0,2,0,0,4
B1717,11,State - Sikkim,Rural,Total Female Workers,Total,95599,95490,53663,,12583,2190,332,640,1234,697,6688,0,2011,157,657,0,102,116,1941,6370,1247,4862
B1717,11,State - Sikkim,Rural,Total Female Workers,Never Married,21427,21116,11411,,2764,651,29,130,527,132,653,0,336,63,177,0,64,75,552,1381,352,1819
B1717,11,State - Sikkim,Rural,Total Female Workers,Married,66991,67238,38101,,8971,1351,263,466,629,460,5435,0,1477,75,422,0,25,32,1226,4620,845,2840
B1717,11,State - Sikkim,Rural,Total Female Workers,Widowed,5346,5366,3223,,604,138,26,33,40,83,435,0,133,12,37,0,13,5,117,267,36,164
B1717,11,State - Sikkim,Rural,Total Female Workers,Separated,1479,1412,760,,201,42,14,10,30,11,136,0,40,1,17,0,0,4,30,67,14,35
